report_id,date,site,location,report_type,description,activity,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_precursor_tags,predicted_potential_consequences,sif_prediction,sif_probability,predicted_lsr,primary_lsr_predicted,sif_label,primary_lsr,lsr_tags,hazard,barrier_failure,potential_consequence,precursor_tags,severity
REP-FBFA5CB5,2020-07-21,Station Foxtrot,Control Room,Unsafe Condition,Barricade tape for Pressure Testing near High Pressure Hose was blown down by the wind. No operations were ongoing.,Pressure Testing,"[""Pressure Testing""]","[""Pressure Hose""]",[],[],[],[],0,0.284,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-DDCD598C,2020-03-01,Station Foxtrot,Deck 3,Incident,Radio in Light Vehicle was left on high volume after Material Delivery.,Material Delivery,"[""Vehicle Movement""]","[""Light Vehicle""]",[],[],[],[],0,0.0363,"[""Driving"", ""Confined Space""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-812EC12E,2022-12-16,Station Foxtrot,Main Workshop,Near Miss,Welder doing Welding with Welding Machine W-1 had untucked coveralls.,Welding,"[""Hot Work""]","[""Welding Machine""]",[],[],[],[],0,0.027,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-F7B5558A,2021-01-06,Terminal Echo,Drilling Floor,Near Miss,Critical Contractor Work on Process Module 4 proceeded despite Expired permit. This breakdown in authorization risked Unidentified hazards.,Contractor Work,"[""Contractor Work"", ""Maintenance""]","[""Process Module""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.9139,"[""Work Authorization""]",Work Authorization,1,Work Authorization,Work Authorization,Unidentified hazards,Expired permit,Serious injury due to lack of hazard awareness,simops|inadequate planning,Medium
REP-833D2429,2022-06-10,Facility Bravo,Control Room,Near Miss,"Screen on Fire & Gas Panel was dirty, making it hard to read during System Maintenance.",System Maintenance,"[""Maintenance""]","[""Panel Was"", ""System Maintenance"", ""Gas Panel"", ""During System""]",[],[],[],[],0,0.0442,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-B9997331,2021-10-15,Terminal Echo,Boiler Area,Unsafe Condition,"While inspecting Pump P-204, Steam leak was narrowly avoided because LOTO not applied.",Maintenance,"[""Maintenance""]","[""Pump P-204"", ""Inspecting Pump""]","[""Loss of Containment""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Major Process Safety Event""]",0,0.2995,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Steam leak,LOTO not applied,Asphyxiation,pressurized equipment|live electrical,High
REP-ED593CDF,2023-10-31,Site Alpha,Pump Room,Unsafe Act,"During Roof Repair, worker used the correct harness but the inspection log was not filled in for Crane C-1.",Roof Repair,"[""Mechanical Lifting"", ""Working at Height"", ""Maintenance""]","[""Crane C-1"", ""For Crane""]",[],[],[],[],0,0.0709,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-AED64029,2021-07-08,Terminal Echo,Main Workshop,Near Miss,Worker doing Non-routine Task at Process Module 4 did not sign the permit exactly on the line.,Non-routine Task,"[""Operations""]","[""Process Module""]",[],[],[],[],0,0.15,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-FA524D81,2022-01-05,Refinery Delta,Control Room,Unsafe Act,"During Forklift Operation using Forklift F-3, the load began to swing wildly. Outriggers not extended caused a loss of control, resulting in Swinging load.",Forklift Operation,"[""Mechanical Lifting"", ""Loading/Unloading""]","[""Forklift""]","[""Vehicle Interaction"", ""Suspended Load""]","[""LIFTING_CONTROL_FAILURE""]","[""suspended-load"", ""vehicle-interaction""]","[""Struck-By Injury"", ""Crushing Injury"", ""Vehicle / Pedestrian Injury""]",1,0.9099,"[""Safe Mechanical Lifting"", ""Bypassing Safety Controls""]",Safe Mechanical Lifting,1,Safe Mechanical Lifting,Safe Mechanical Lifting,Swinging load,Outriggers not extended,Crush fatality,heavy lifting|blind lift,High
REP-2502624E,2023-02-21,Facility Bravo,Deck 3,Incident,"Noticed Valve V-99 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",Inspection,"[""Maintenance""]","[""Valve V-99"", ""Noticed Valve""]",[],[],[],[],0,0.1194,"[""Energy Isolation"", ""Hot Work""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-BC93BC85,2022-04-01,Platform Charlie,Main Workshop,Incident,The Pickup Truck P-12 was slightly dirty during Site Patrol.,Site Patrol,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0168,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-E650B2E3,2022-09-29,Facility Bravo,Pipe Rack 2,Near Miss,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Cherry Picker.",Scaffolding,"[""Working at Height"", ""Maintenance""]","[""Cherry Picker""]",[],[],[],[],0,0.0995,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-9370BEC1,2020-09-04,Station Foxtrot,Boiler Area,Near Miss,Barricade tape for Pressure Testing near High Pressure Hose was blown down by the wind. No operations were ongoing.,Pressure Testing,"[""Pressure Testing""]","[""Pressure Hose""]",[],[],[],[],0,0.284,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-3E78582B,2022-04-17,Station Foxtrot,Storage Tank A,Incident,"During Welding with Angle Grinder, Combustibles not cleared allowed slag to ignite a small fire. Fire potential was extremely high.",Welding,"[""Hot Work""]","[""Angle Grinder""]","[""Fire/Explosion""]",[],[],"[""Explosion Injury"", ""Fire Injury"", ""Major Process Safety Event""]",1,0.8458,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Fire,Combustibles not cleared,Fatal burns,flammable atmosphere|hydrocarbon presence,Medium
REP-EE14AEF5,2022-04-04,Station Foxtrot,Pipe Rack 2,Unsafe Condition,"Worker performing Trenching on High Pressure Hose had their hands slightly close to a rough edge, causing a minor scratch.",Trenching,"[""Excavation""]","[""Pressure Hose""]",[],[],[],[],0,0.1599,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-27857DF8,2022-12-16,Station Foxtrot,Pipe Rack 2,Incident,"The tag for Compressor C-10 was faded during Maintenance. No Steam leak was present, but tag needs replacement.",Maintenance,"[""Maintenance""]","[""Compressor C-10"", ""For Compressor""]",[],[],[],[],0,0.0535,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-C81725EC,2022-10-30,Platform Charlie,Boiler Area,Incident,"Screen on Pressure Safety Valve PSV-90 was dirty, making it hard to read during Alarm Testing.",Alarm Testing,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.1886,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-9DBEA8A6,2022-03-19,Platform Charlie,Control Room,Unsafe Condition,Paint on Chain Block used for Rigging is peeling off.,Rigging,"[""Mechanical Lifting"", ""Painting""]","[""Block Used"", ""Chain Block"", ""Rigging""]",[],[],[],[],0,0.0516,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting|Driving,,,Minor injury,,Low
REP-E89FEC14,2020-01-08,Site Alpha,Loading Bay,Near Miss,Operator logged System Maintenance for Fire & Gas Panel in the wrong logbook.,System Maintenance,"[""Maintenance""]","[""System Maintenance"", ""Panel In"", ""Logged System"", ""Gas Panel""]",[],[],[],[],0,0.0312,"[""Bypassing Safety Controls"", ""Work Authorization""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-B42C3A45,2022-03-07,Station Foxtrot,Main Workshop,Near Miss,"Worker performing Pressure Testing on Winch W-2 had their hands slightly close to a rough edge, causing a minor scratch.",Pressure Testing,"[""Pressure Testing""]","[""Winch W-2"", ""On Winch""]",[],[],[],[],0,0.2573,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-C01EF988,2022-02-19,Facility Bravo,Drilling Floor,Unsafe Act,"During Soldering with Angle Grinder, Combustibles not cleared allowed slag to ignite a small fire. Explosion potential was extremely high.",Soldering,"[""Hot Work""]","[""Angle Grinder""]","[""Fire/Explosion""]",[],[],"[""Explosion Injury"", ""Fire Injury"", ""Major Process Safety Event""]",1,0.9331,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Explosion,Combustibles not cleared,Fatal burns,ignition source|flammable atmosphere,Medium
REP-0C8630CC,2023-02-16,Facility Bravo,Control Room,Unsafe Act,Welder doing Grinding with Angle Grinder had untucked coveralls.,Grinding,"[""Hot Work""]","[""Angle Grinder""]",[],[],[],[],0,0.0235,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-EE32925C,2022-12-27,Platform Charlie,Storage Tank A,Unsafe Condition,"Grinding was started on Pipe Spool P-10 near a live process area. Fire watcher absent was observed, posing a massive risk of Toxic fumes.",Grinding,"[""Chemical Handling"", ""Hot Work""]","[""Spool P-10"", ""Pipe Spool""]","[""Fire/Explosion"", ""Toxic Gas""]","[""COMMUNICATION_FAILURE""]","[""communication-failure""]","[""Fire Injury"", ""Explosion Injury"", ""Toxic Exposure"", ""Major Process Safety Event""]",1,0.8309,"[""Hot Work"", ""Bypassing Safety Controls""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Fire watcher absent,Major fire,hydrocarbon presence|ignition source,Medium
REP-26946307,2020-03-13,Facility Bravo,Loading Bay,Incident,Radio in Forklift was left on high volume after Material Delivery.,Material Delivery,"[""Vehicle Movement""]","[""Forklift""]",[],[],[],[],0,0.0518,"[""Driving"", ""Safe Mechanical Lifting""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-A94AF6C6,2020-01-23,Platform Charlie,Loading Bay,Unsafe Condition,"Noticed Heat Exchanger HX-2 had a minor weep during Maintenance. LOTO was applied correctly, but cleanup was delayed.",Maintenance,"[""Maintenance""]","[""Heat Exchanger Hx-2"", ""Noticed Heat Exchanger""]",[],[],[],[],0,0.0616,"[""Energy Isolation"", ""Confined Space"", ""Bypassing Safety Controls""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-D4F4D51F,2022-08-09,Facility Bravo,Control Room,Unsafe Act,Worker entered Storage Tank A for Vessel Welding. Suddenly the alarm sounded. Ventilation failed meant the worker was exposed to Oxygen deficiency.,Vessel Welding,"[""Confined Space Entry"", ""Hot Work""]","[""Tank A"", ""Vessel Welding"", ""Storage Tank"", ""For Vessel""]","[""Confined Atmosphere""]",[],[],[],1,0.8967,"[""Confined Space""]",Confined Space,1,Confined Space,Confined Space,Oxygen deficiency,Ventilation failed,Fatality due to toxic gas,restricted access|deep excavation,Medium
REP-8A33E675,2021-09-11,Station Foxtrot,Boiler Area,Unsafe Act,Fire extinguisher near Pipe Spool P-10 for Welding was due for monthly inspection next week.,Welding,"[""Hot Work"", ""Maintenance""]","[""Spool P-10"", ""Pipe Spool""]",[],[],[],[],0,0.0928,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work|Work Authorization,,,Minor injury,,Low
REP-DEA9E477,2023-05-18,Refinery Delta,Pipe Rack 2,Near Miss,Driver doing Material Delivery in Forklift parked slightly outside the designated lines.,Material Delivery,"[""Vehicle Movement""]","[""Forklift""]",[],[],[],[],0,0.0707,"[""Driving""]",Driving,0,Driving,Driving|Confined Space,,,Minor injury,,Low
REP-8BC36278,2021-03-21,Station Foxtrot,Loading Bay,Unsafe Act,Operator of Forklift F-3 during Forklift Operation forgot his safety glasses but was in an enclosed cab.,Forklift Operation,"[""Mechanical Lifting""]","[""Forklift""]",[],[],[],[],0,0.1522,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-993129FC,2023-10-26,Station Foxtrot,Pump Room,Unsafe Condition,"While preparing for Inspection on Compressor C-10, found that the lock for LOTO was slightly rusted, making it hard to use.",Inspection,"[""Maintenance""]","[""Compressor C-10"", ""On Compressor""]",[],[],[],[],0,0.056,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-852B3C07,2020-07-10,Platform Charlie,Pipe Rack 2,Incident,Operator logged System Maintenance for Shutdown Valve SDV-1 in the wrong logbook.,System Maintenance,"[""Maintenance""]","[""System Maintenance"", ""Valve Sdv-1"", ""Logged System"", ""Shutdown Valve""]",[],[],[],[],0,0.0444,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-0CCC59DE,2020-11-08,Site Alpha,Drilling Floor,Near Miss,"While Site Patrol with Light Vehicle, the driver was observed Speeding. This led to a near miss involving Vehicle collision.",Site Patrol,"[""Vehicle Movement""]","[""Light Vehicle""]","[""Vehicle Interaction""]","[""TRAFFIC_CONTROL_FAILURE""]","[""vehicle-interaction""]","[""Vehicle / Pedestrian Injury""]",1,0.9313,"[""Driving""]",Driving,1,Driving,Driving,Vehicle collision,Speeding,Fatal traffic accident,distracted driving|heavy vehicle interaction,High
REP-2D6FCCCC,2023-06-13,Platform Charlie,Main Workshop,Unsafe Act,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during Process Operation.",Process Operation,"[""Operations""]","[""Valve Sdv-1"", ""Shutdown Valve""]",[],[],[],[],0,0.0997,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-3C575B28,2020-03-05,Site Alpha,Boiler Area,Unsafe Act,"Torch Cutting was started on Oxy-Acetylene Torch near a live process area. Gas test expired was observed, posing a massive risk of Toxic fumes.",Torch Cutting,"[""Chemical Handling"", ""Hot Work""]","[""Torch""]","[""Toxic Gas""]","[""GAS_TEST_FAILURE""]","[""gas-test-failure""]","[""Toxic Exposure""]",1,0.7894,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Gas test expired,Facility explosion,sparks|ignition source,High
REP-0F504B65,2023-12-13,Facility Bravo,Boiler Area,Unsafe Condition,"Grinding was being performed. Tension line snapped allowed personnel to walk directly under Hydraulic Torque Wrench, posing a severe Caught between objects.",Grinding,"[""Hot Work"", ""Torquing""]","[""Torque Wrench""]","[""Line-of-Fire Exposure""]","[""LINE_OF_FIRE_CONTROL_FAILURE""]","[""line-of-fire""]",[],1,0.8923,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,Caught between objects,Tension line snapped,Amputation,suspended load|moving machinery,High
REP-76471EB4,2020-03-09,Terminal Echo,Pump Room,Near Miss,The Crew Bus was slightly dirty during Heavy Haulage.,Heavy Haulage,"[""Vehicle Movement""]","[""Crew Bus""]",[],[],[],[],0,0.0508,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-D6A5CB51,2023-02-16,Terminal Echo,Loading Bay,Incident,Operator logged System Maintenance for DCS System in the wrong logbook.,System Maintenance,"[""Maintenance""]","[""System Maintenance"", ""System In"", ""Logged System"", ""Dcs System""]",[],[],[],[],0,0.024,"[""Bypassing Safety Controls"", ""Work Authorization""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-D40A707E,2022-04-29,Platform Charlie,Drilling Floor,Unsafe Act,Welder doing Torch Cutting with Welding Machine W-1 had untucked coveralls.,Torch Cutting,"[""Hot Work""]","[""Welding Machine"", ""Torch""]",[],[],[],[],0,0.0346,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-991FC4DE,2022-06-21,Terminal Echo,Pump Room,Near Miss,"During Soldering with Angle Grinder, Sparks falling to lower deck allowed slag to ignite a small fire. Severe burns potential was extremely high.",Soldering,"[""Hot Work""]","[""Angle Grinder""]","[""Fire/Explosion""]",[],[],"[""Explosion Injury"", ""Fire Injury"", ""Serious Burns"", ""Major Process Safety Event""]",1,0.9154,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Severe burns,Sparks falling to lower deck,Facility explosion,sparks|flammable atmosphere,Medium
REP-B338DABF,2022-12-18,Terminal Echo,Pipe Rack 2,Unsafe Condition,"While inspecting Valve V-99, Steam leak was narrowly avoided because Bleed valve closed.",Repair,"[""Maintenance""]","[""Valve V-99"", ""Valve Closed"", ""Inspecting Valve"", ""Bleed Valve""]","[""Loss of Containment""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Major Process Safety Event""]",1,0.6884,"[""Energy Isolation"", ""Hot Work""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Steam leak,Bleed valve closed,"Fire, serious injury or fatal exposure",live electrical|pressurized equipment,Medium
REP-87258273,2022-03-20,Facility Bravo,Drilling Floor,Unsafe Act,The horn on Overhead Gantry sounded a bit quiet during Forklift Operation.,Forklift Operation,"[""Mechanical Lifting""]","[""Forklift"", ""Gantry""]",[],[],[],[],0,0.0418,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-61A752AD,2021-11-06,Facility Bravo,Deck 3,Unsafe Condition,"During Pipefitting of Electrical Panel EP-5, the technician started loosening the flange while the line was still pressurized. Isolation valve was closed but Energy not verified zero. Steam leak occurred. No injury occurred but potential was high.",Pipefitting,"[""Pipefitting""]","[""Panel Ep-5"", ""Valve Was"", ""Electrical Panel"", ""Isolation Valve"", ""Flange""]","[""Loss of Containment"", ""Pressurized Equipment"", ""Electrical Energy""]","[""ENERGY_ISOLATION_FAILURE""]","[""pressurized-system"", ""missing-loto""]","[""Major Process Safety Event"", ""Electrical Injury""]",1,0.7768,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Steam leak,Energy not verified zero,Fatal electrocution,inadequate isolation|pressurized equipment,High
