report_id,date,site,location,report_type,description,sif_prediction,sif_probability,primary_lsr,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_potential_consequences,predicted_precursor_tags,predicted_lsr
REP-7581B116,2022-04-15,Facility Bravo,Storage Tank A,Unsafe Condition,"During Structural Inspection, a 5kg wrench was dropped from Roof Access Ladder. Missing toe boards meant the area below was not clear. Fall from height was a near miss.",1,0.9001,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""height"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Ladder"", ""evidence"": ""Ladder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall from Height"", ""evidence"": ""Fall from height"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""FALL_PROTECTION_FAILURE"", ""evidence"": ""Missing toe boards"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall Injury"", ""evidence"": ""Fall"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Fatal Fall"", ""evidence"": ""Fall from height"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""fall-protection""]","[{""rule"": ""Work at Height"", ""score"": 0.9518014831319904}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.3784129902195495}]"
REP-F72C71EF,2022-03-20,Site Alpha,Pipe Rack 2,Incident,"A safety camera caught Forklift engaged in Material Delivery. The footage revealed Using mobile phone, which is a precursor to Loss of control.",1,0.8409,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle Interaction"", ""evidence"": ""Loss of control"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""TRAFFIC_CONTROL_FAILURE"", ""evidence"": ""Using mobile phone"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle / Pedestrian Injury"", ""evidence"": ""Loss of control"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""vehicle-interaction""]","[{""rule"": ""Driving"", ""score"": 0.840067225824566}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.5040294580923146}]"
REP-0D365661,2022-01-16,Refinery Delta,Pump Room,Near Miss,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Pipe Rack Level 3.",0,0.1315,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Structure"", ""evidence"": ""Pipe Rack"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9730861440589242}]"
REP-7638ACF1,2022-06-01,Facility Bravo,Boiler Area,Near Miss,"The tag for Valve V-99 was faded during Inspection. No Pressurized hydrocarbon release was present, but tag needs replacement.",0,0.1154,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve V-99"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Loss of Containment"", ""evidence"": ""release"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""value"": ""Major Process Safety Event"", ""evidence"": ""release"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]",[],"[{""rule"": ""Energy Isolation"", ""score"": 0.9696069116440077}]"
REP-B20878EF,2023-04-14,Site Alpha,Boiler Area,Unsafe Condition,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Painting.",0,0.1194,Work at Height,"[{""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Painting"", ""evidence"": ""Painting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9640882572437395}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.45103038372615734}]"
REP-AFAB685B,2022-01-04,Platform Charlie,Control Room,Near Miss,Driver doing Transporting Personnel in Vacuum Truck parked slightly outside the designated lines.,0,0.1341,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck parked"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.981968988952762}]"
REP-9CD3F13F,2022-07-14,Site Alpha,Pipe Rack 2,Near Miss,"Grinding was started on Pipe Spool P-10 near a live process area. Sparks falling to lower deck was observed, posing a massive risk of Severe burns.",1,0.7624,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Grinding"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],"[{""value"": ""Serious Burns"", ""evidence"": ""Severe burns"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""rule"": ""Hot Work"", ""score"": 0.9376699347654188}]"
REP-9A490D5E,2020-07-16,Terminal Echo,Deck 3,Unsafe Act,Radio in Vacuum Truck was left on high volume after Heavy Haulage.,0,0.0723,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck was"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9728486793089989}]"
REP-CE8F66C3,2020-06-11,Facility Bravo,Drilling Floor,Incident,"Pickup Truck P-12 was involved in a near miss during Transporting Personnel. Investigation showed Brakes defective, drastically increasing the risk of Loss of control.",1,0.9392,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck P-12"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle Interaction"", ""evidence"": ""Loss of control"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""TRAFFIC_CONTROL_FAILURE"", ""evidence"": ""Brakes defective"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle / Pedestrian Injury"", ""evidence"": ""Loss of control"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""vehicle-interaction""]","[{""rule"": ""Driving"", ""score"": 0.9472164003435498}]"
REP-CAEE723B,2021-05-13,Facility Bravo,Drilling Floor,Unsafe Act,The entry log for Storage Tank A during Internal Inspection was smudged with dirt.,0,0.0115,Confined Space,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank A"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9727818455663174}]"
REP-F27AD997,2022-04-16,Platform Charlie,Main Workshop,Unsafe Condition,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,0,0.0343,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Separator V-10"", ""evidence"": ""Separator V-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""In Separator"", ""evidence"": ""in Separator"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9759963613212138}]"
REP-631D4D00,2022-08-15,Platform Charlie,Pipe Rack 2,Incident,Driver doing Heavy Haulage in Light Vehicle parked slightly outside the designated lines.,0,0.1094,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Light Vehicle"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9798147958258469}]"
REP-F143E1F2,2022-10-23,Terminal Echo,Storage Tank A,Unsafe Condition,"During Rigging, worker used the correct harness but the inspection log was not filled in for Crane C-1.",0,0.1502,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane C-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9378004870324955}]"
REP-423D3D5F,2021-11-09,Station Foxtrot,Loading Bay,Unsafe Condition,"During a walkaround, found personnel doing Contractor Work on Camp Facility. JSA not discussed meant they had no controls for Unidentified hazards.",1,0.9026,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Work on"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Contractor Work"", ""evidence"": ""Contractor Work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Camp Facility"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Unidentified hazards"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""JSA not discussed"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.8613597829285186}]"
REP-F7FB5924,2020-07-31,Refinery Delta,Pump Room,Unsafe Condition,A heavy skid was being moved during Forklift Operation. Outriggers not extended led to a near miss involving Dropped suspended load near Overhead Gantry.,1,0.9286,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Forklift Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Loading/Unloading"", ""evidence"": ""load"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Crane"", ""evidence"": ""Gantry"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Suspended Load"", ""evidence"": ""suspended load"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LIFTING_CONTROL_FAILURE"", ""evidence"": ""Outriggers not extended"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crushing Injury"", ""evidence"": ""suspended load"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Struck-By Injury"", ""evidence"": ""suspended load"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""suspended-load""]","[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9242903790910391}, {""rule"": ""Driving"", ""score"": 0.352291510639263}]"
REP-8A33E675,2021-09-11,Station Foxtrot,Boiler Area,Unsafe Act,Fire extinguisher near Pipe Spool P-10 for Welding was due for monthly inspection next week.,0,0.0928,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.97383257877946}]"
REP-FBCCEB5B,2021-07-02,Site Alpha,Deck 3,Near Miss,Permit for General Maintenance at Utility Area had a minor spelling mistake in the supervisor's name.,0,0.0664,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Utility Area"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.9752847103288999}]"
REP-E8C9E70A,2023-05-17,Site Alpha,Main Workshop,Unsafe Act,Barricade tape for Torquing near Winch W-2 was blown down by the wind. No operations were ongoing.,0,0.1537,Line of Fire,"[{""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Winch W-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.942119546383492}]"
REP-1CD1C7E1,2023-10-30,Site Alpha,Deck 3,Incident,Driver doing Material Delivery in Pickup Truck P-12 parked slightly outside the designated lines.,0,0.0571,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck P-12"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9816842095507771}]"
REP-89E1ACB4,2022-12-16,Refinery Delta,Boiler Area,Near Miss,"Worker performing Torquing on High Pressure Hose had their hands slightly close to a rough edge, causing a minor scratch.",0,0.1534,Line of Fire,"[{""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Hose"", ""evidence"": ""Pressure Hose"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.9674847264402019}]"
REP-F0CB46B3,2022-03-26,Refinery Delta,Pipe Rack 2,Unsafe Act,Operator engaged in System Maintenance admitted to bypassing safety logic on DCS System. Override left active is a severe breach leading to Process safety event.,1,0.8764,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""In System"", ""evidence"": ""in System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Electrical Panel"", ""evidence"": ""DCS System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""value"": ""SAFETY_DEVICE_BYPASS"", ""evidence"": ""Override left active"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Major Process Safety Event"", ""evidence"": ""Process safety event"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""bypassed-interlock""]","[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9598931292970121}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.3655352598313645}]"
REP-6C34E814,2022-07-05,Station Foxtrot,Pump Room,Unsafe Condition,Radio in Forklift was left on high volume after Material Delivery.,0,0.0518,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9200404015873739}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.35980922143180144}]"
REP-0ABDA974,2023-01-07,Facility Bravo,Main Workshop,Near Miss,Radio in Crew Bus was left on high volume after Site Patrol.,0,0.0615,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Site Patrol"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Crew Bus"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9753128383976387}]"
REP-0F504B65,2023-12-13,Facility Bravo,Boiler Area,Unsafe Condition,"Grinding was being performed. Tension line snapped allowed personnel to walk directly under Hydraulic Torque Wrench, posing a severe Caught between objects.",1,0.8923,Line of Fire,"[{""value"": ""Hot Work"", ""evidence"": ""Grinding"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Torquing"", ""evidence"": ""Torque"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Torque Wrench"", ""evidence"": ""Torque Wrench"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Line-of-Fire Exposure"", ""evidence"": ""Caught between objects"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LINE_OF_FIRE_CONTROL_FAILURE"", ""evidence"": ""Tension line snapped"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""line-of-fire""]","[{""rule"": ""Line of Fire"", ""score"": 0.9672987750377351}]"
REP-848AFF74,2023-11-01,Refinery Delta,Deck 3,Near Miss,The Pickup Truck P-12 was slightly dirty during Heavy Haulage.,0,0.0274,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck P-12"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.962060092005676}]"
REP-409F53F8,2023-09-01,Station Foxtrot,Pipe Rack 2,Incident,Permit for General Maintenance at Process Module 4 had a minor spelling mistake in the supervisor's name.,0,0.0829,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Process Module"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.9736767165821753}]"
