report_id,date,site,location,report_type,activity,description,sif_label,sif_potential,primary_lsr,lsr_tags,hazard,barrier_failure,equipment,potential_consequence,actual_consequence,precursor_tags,severity
REP-F41F464E,2021-04-11,Station Foxtrot,Loading Bay,Unsafe Act,Alarm Testing,"Screen on Fire & Gas Panel was dirty, making it hard to read during Alarm Testing.",0,0.39,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-7E84C915,2020-10-03,Station Foxtrot,Loading Bay,Incident,Transporting Personnel,Radio in Pickup Truck P-12 was left on high volume after Transporting Personnel.,0,0.04,Driving,Driving,None,None,Pickup Truck P-12,Minor injury,None,,Low
REP-E212E6A2,2022-10-23,Platform Charlie,Boiler Area,Unsafe Act,Vessel Welding,"Worker doing Vessel Welding in Storage Tank A complained about poor lighting, though gas levels were normal.",0,0.09,Confined Space,Confined Space,None,None,Storage Tank A,Minor injury,None,,Low
REP-37461565,2020-05-16,Platform Charlie,Pump Room,Unsafe Condition,Pressure Testing,"During Pressure Testing, Drill Pipe failed unexpectedly. Because Barricades ignored, the worker was exposed to Struck by moving object. Fortunately, the worker jumped back in time.",1,0.88,Line of Fire,Line of Fire,Struck by moving object,Barricades ignored,Drill Pipe,Amputation,Property Damage,suspended load|pressure test,Medium
REP-E9C07A7B,2020-07-19,Station Foxtrot,Control Room,Incident,General Maintenance,"Crew commenced General Maintenance at Workshop but PTW not issued. Unaware of SIMOPS, they were exposed to Unidentified hazards.",1,0.88,Work Authorization,Work Authorization,Unidentified hazards,PTW not issued,Workshop,Process incident,None,unauthorized work|inadequate planning,Medium
REP-272BC80B,2021-03-11,Facility Bravo,Main Workshop,Near Miss,Alarm Testing,Operator logged Alarm Testing for DCS System in the wrong logbook.,0,0.35,Bypassing Safety Controls,Bypassing Safety Controls,None,None,DCS System,Minor injury,None,,Low
REP-363151AA,2020-08-20,Refinery Delta,Pump Room,Incident,Forklift Operation,Paint on Chain Block used for Forklift Operation is peeling off.,0,0.25,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Chain Block,Minor injury,None,,Low
REP-F1925619,2021-02-23,Facility Bravo,Deck 3,Incident,General Maintenance,Critical General Maintenance on Workshop proceeded despite Wrong permit type. This breakdown in authorization risked Unidentified hazards.,1,0.76,Work Authorization,Work Authorization|Confined Space,Unidentified hazards,Wrong permit type,Workshop,Serious injury due to lack of hazard awareness,None,unauthorized work|simops,Medium
REP-29C5D4B1,2021-12-18,Facility Bravo,Control Room,Incident,Maintenance,"Noticed Electrical Panel EP-5 had a minor weep during Maintenance. LOTO was applied correctly, but cleanup was delayed.",0,0.28,Energy Isolation,Energy Isolation,None,None,Electrical Panel EP-5,Minor injury,None,,Low
REP-BB9D040C,2022-03-02,Refinery Delta,Pump Room,Unsafe Act,Lifting,"Lifting was being performed. Exclusion zone breached allowed personnel to walk directly under Hydraulic Torque Wrench, posing a severe Struck by moving object.",1,0.78,Line of Fire,Line of Fire|Driving,Struck by moving object,Exclusion zone breached,Hydraulic Torque Wrench,Crush injury,None,pressure test|moving machinery,Medium
REP-0F366794,2023-05-09,Site Alpha,Boiler Area,Near Miss,Roof Repair,"During Roof Repair, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",0,0.06,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-BA9C195A,2022-09-16,Station Foxtrot,Drilling Floor,Unsafe Condition,Vessel Welding,"Prior to Vessel Welding in Reactor R-5, it was discovered that Attendant absent. This could have led to Engulfment and potential fatality.",1,0.71,Confined Space,Confined Space,Engulfment,Attendant absent,Reactor R-5,Fatality due to toxic gas,None,restricted access|deep excavation,High
REP-A2A937EA,2020-02-26,Refinery Delta,Drilling Floor,Near Miss,Repair,"Noticed Pump P-204 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.27,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-3DB5881C,2022-10-04,Site Alpha,Pump Room,Unsafe Condition,Hoisting,A heavy skid was being moved during Hoisting. No tag lines used led to a near miss involving Swinging load near Forklift F-3.,1,0.77,Safe Mechanical Lifting,Safe Mechanical Lifting,Swinging load,No tag lines used,Forklift F-3,Structural collapse,Property Damage,heavy lifting|dynamic loading,High
REP-4A4199D1,2020-01-16,Site Alpha,Control Room,Unsafe Condition,Contractor Work,JSA for Contractor Work near Utility Area was printed on crumpled paper.,0,0.29,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-57B5905D,2020-09-24,Site Alpha,Drilling Floor,Unsafe Act,Non-routine Task,Worker doing Non-routine Task at Camp Facility did not sign the permit exactly on the line.,0,0.36,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-8FDCB60B,2020-03-01,Facility Bravo,Main Workshop,Unsafe Act,Lifting,"While conducting Lifting with Hydraulic Torque Wrench, an IP stepped into the danger zone. Standing in pinch point resulted in the worker being in the Line of Fire for Whip from parted cable.",1,0.96,Line of Fire,Line of Fire,Whip from parted cable,Standing in pinch point,Hydraulic Torque Wrench,Severe lacerations,First Aid,pinch point|tensioned line,Medium
REP-CCF800D8,2023-01-12,Platform Charlie,Control Room,Incident,Scaffolding,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",0,0.16,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-B7ED2894,2021-09-22,Station Foxtrot,Main Workshop,Unsafe Act,Heavy Haulage,Radio in Vacuum Truck was left on high volume after Heavy Haulage.,0,0.25,Driving,Driving,None,None,Vacuum Truck,Minor injury,None,,Low
REP-17532E6D,2023-11-24,Refinery Delta,Control Room,Incident,Transporting Personnel,Radio in Light Vehicle was left on high volume after Transporting Personnel.,0,0.17,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-95C3A96B,2020-11-09,Site Alpha,Control Room,Incident,Rigging,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Rigging.",0,0.03,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-B2BCC6B1,2021-12-17,Facility Bravo,Main Workshop,Incident,Roof Repair,"Scaffolding tubes for Roof Access Ladder were stored untidily, causing a minor trip hazard during Roof Repair.",0,0.28,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-DA20591C,2023-11-13,Facility Bravo,Pipe Rack 2,Near Miss,Grinding,Barricade tape for Grinding near High Pressure Hose was blown down by the wind. No operations were ongoing.,0,0.24,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-BB8EDE94,2021-01-24,Facility Bravo,Drilling Floor,Incident,Heavy Haulage,Radio in Vacuum Truck was left on high volume after Heavy Haulage.,0,0.25,Driving,Driving,None,None,Vacuum Truck,Minor injury,None,,Low
REP-F5CAA7DB,2022-12-18,Platform Charlie,Storage Tank A,Near Miss,Inspection,"Noticed Electrical Panel EP-5 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",0,0.29,Energy Isolation,Energy Isolation,None,None,Electrical Panel EP-5,Minor injury,None,,Low
REP-7E62FC99,2021-05-06,Terminal Echo,Deck 3,Incident,Forklift Operation,Paint on Chain Block used for Forklift Operation is peeling off.,0,0.06,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Chain Block,Minor injury,None,,Low
REP-6A58C05B,2022-03-10,Station Foxtrot,Boiler Area,Unsafe Act,Process Operation,Operator logged Process Operation for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.36,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Pressure Safety Valve PSV-90,Minor injury,None,,Low
REP-E3A2E2BD,2021-02-05,Platform Charlie,Drilling Floor,Unsafe Condition,System Maintenance,Operator logged System Maintenance for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.17,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Pressure Safety Valve PSV-90,Minor injury,None,,Low
REP-392176E2,2021-07-19,Platform Charlie,Drilling Floor,Near Miss,Process Operation,Operator logged Process Operation for Shutdown Valve SDV-1 in the wrong logbook.,0,0.02,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-DE00C0F5,2021-06-26,Platform Charlie,Drilling Floor,Incident,Structural Inspection,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Structural Inspection.",0,0.36,Work at Height,Work at Height|Line of Fire,None,None,Crane C-1,Minor injury,None,,Low
REP-F753C529,2023-07-02,Site Alpha,Deck 3,Incident,Lifting,"During Lifting, a piece of non-tensioned wire from Drill Pipe was left on the floor.",0,0.04,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-60838EC5,2021-02-22,Platform Charlie,Loading Bay,Incident,Non-routine Task,JSA for Non-routine Task near Workshop was printed on crumpled paper.,0,0.18,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-0EAEA4F4,2023-08-26,Site Alpha,Pipe Rack 2,Unsafe Condition,Structural Inspection,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Structural Inspection.",0,0.39,Work at Height,Work at Height,None,None,Crane C-1,Minor injury,None,,Low
REP-58D651B9,2021-02-06,Site Alpha,Pump Room,Unsafe Act,Non-routine Task,Permit for Non-routine Task at Workshop had a minor spelling mistake in the supervisor's name.,0,0.11,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-8C727771,2022-05-21,Refinery Delta,Storage Tank A,Unsafe Act,System Maintenance,"While investigating Pressure Safety Valve PSV-90, it was found that Override left active during System Maintenance. This exposed the facility to Equipment destruction.",1,0.97,Bypassing Safety Controls,Bypassing Safety Controls,Equipment destruction,Override left active,Pressure Safety Valve PSV-90,Major explosion,None,disabled safety device|ignored alarm,High
REP-C33D3499,2023-05-09,Station Foxtrot,Pump Room,Incident,Alarm Testing,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during Alarm Testing.",0,0.37,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-79CAF7DA,2020-10-11,Station Foxtrot,Loading Bay,Unsafe Act,Process Operation,Indicator bulb on Fire & Gas Panel was burnt out during Process Operation.,0,0.13,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-5F3EB86E,2023-08-01,Facility Bravo,Deck 3,Unsafe Condition,Repair,"The tag for Pump P-204 was faded during Repair. No Electrical shock was present, but tag needs replacement.",0,0.39,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-A69607D6,2021-06-19,Facility Bravo,Pump Room,Unsafe Act,Process Operation,"Audit of Fire & Gas Panel post-Process Operation revealed Alarm disabled. Without this protection, Loss of containment could have occurred.",1,0.88,Bypassing Safety Controls,Bypassing Safety Controls|Driving,Loss of containment,Alarm disabled,Fire & Gas Panel,Catastrophic release,Property Damage,unauthorized override|bypassed interlock,High
REP-373C0F92,2023-12-15,Terminal Echo,Storage Tank A,Unsafe Act,Crane Lifting,Paint on Overhead Gantry used for Crane Lifting is peeling off.,0,0.08,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Overhead Gantry,Minor injury,None,,Low
REP-670D43FA,2022-09-30,Station Foxtrot,Pipe Rack 2,Unsafe Condition,Torch Cutting,The welding lead for Angle Grinder was slightly tangled during Torch Cutting.,0,0.09,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-FE69632C,2020-02-02,Refinery Delta,Main Workshop,Unsafe Act,Repair,"While preparing for Repair on Electrical Panel EP-5, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.18,Energy Isolation,Energy Isolation,None,None,Electrical Panel EP-5,Minor injury,None,,Low
REP-352B125C,2020-02-22,Facility Bravo,Pipe Rack 2,Near Miss,Vessel Welding,"Prior to Vessel Welding in Underground Sump, it was discovered that Ventilation failed. This could have led to Toxic atmosphere and potential fatality.",1,0.98,Confined Space,Confined Space,Toxic atmosphere,Ventilation failed,Underground Sump,Asphyxiation,First Aid,hazardous atmosphere|poor ventilation,High
REP-F665B155,2022-03-15,Site Alpha,Control Room,Near Miss,Alarm Testing,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during Alarm Testing.",0,0.19,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-8253346E,2023-09-04,Platform Charlie,Deck 3,Unsafe Act,Lifting,"During Lifting, a piece of non-tensioned wire from Winch W-2 was left on the floor.",0,0.13,Line of Fire,Line of Fire,None,None,Winch W-2,Minor injury,None,,Low
REP-88724340,2021-05-07,Platform Charlie,Boiler Area,Near Miss,Torquing,"During Torquing, a piece of non-tensioned wire from Excavator was left on the floor.",0,0.17,Line of Fire,Line of Fire,None,None,Excavator,Minor injury,None,,Low
REP-C05437F0,2022-09-22,Platform Charlie,Pipe Rack 2,Near Miss,Contractor Work,JSA for Contractor Work near Utility Area was printed on crumpled paper.,0,0.36,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-8452A82A,2023-04-28,Station Foxtrot,Pump Room,Unsafe Act,Torquing,"During Torquing, a piece of non-tensioned wire from Winch W-2 was left on the floor.",0,0.19,Line of Fire,Line of Fire,None,None,Winch W-2,Minor injury,None,,Low
REP-0DC45B08,2023-07-02,Refinery Delta,Control Room,Near Miss,Grinding,Welder doing Grinding with Angle Grinder had untucked coveralls.,0,0.09,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-1AC09ABE,2020-07-02,Platform Charlie,Deck 3,Unsafe Condition,Inspection,"Noticed Pump P-204 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",0,0.23,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-904F769F,2023-10-15,Terminal Echo,Control Room,Incident,Alarm Testing,"Screen on Fire & Gas Panel was dirty, making it hard to read during Alarm Testing.",0,0.4,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-740C2373,2020-05-01,Terminal Echo,Drilling Floor,Unsafe Condition,Grinding,Welder doing Grinding with Oxy-Acetylene Torch had untucked coveralls.,0,0.02,Hot Work,Hot Work,None,None,Oxy-Acetylene Torch,Minor injury,None,,Low
REP-AF811210,2021-01-02,Station Foxtrot,Storage Tank A,Near Miss,Tank Cleaning,Worker entered Underground Sump for Tank Cleaning. Suddenly the alarm sounded. Gas test not performed meant the worker was exposed to Heat exhaustion.,1,0.75,Confined Space,Confined Space,Heat exhaustion,Gas test not performed,Underground Sump,Asphyxiation,Property Damage,deep excavation|poor ventilation,Medium
REP-89E00FAB,2022-02-26,Site Alpha,Loading Bay,Unsafe Condition,Vessel Welding,The entry log for Separator V-10 during Vessel Welding was smudged with dirt.,0,0.32,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-2B46E157,2022-05-30,Site Alpha,Boiler Area,Unsafe Act,Tank Cleaning,"Worker doing Tank Cleaning in Underground Sump complained about poor lighting, though gas levels were normal.",0,0.26,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-D0316D91,2022-04-30,Refinery Delta,Storage Tank A,Incident,Tank Cleaning,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,0,0.1,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-D89FA00B,2020-04-29,Facility Bravo,Main Workshop,Unsafe Act,Contractor Work,JSA for Contractor Work near Workshop was printed on crumpled paper.,0,0.14,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-4E76BBC0,2021-04-26,Site Alpha,Pipe Rack 2,Unsafe Condition,Forklift Operation,Paint on Overhead Gantry used for Forklift Operation is peeling off.,0,0.15,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Overhead Gantry,Minor injury,None,,Low
